epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
141,701.81,0.61014,0.54186,0.99123,0.74988,0.60514,0.64565,0.49766,1.07708,1.64193,1.42443,0.000438703,0.000438703,0.000438703
142,707.007,0.58988,0.54115,1.00618,0.78471,0.64351,0.66724,0.50786,1.05486,1.41891,1.41161,0.000431629,0.000431629,0.000431629
143,712.078,0.59871,0.57051,1.01566,0.78215,0.63236,0.67396,0.51208,1.06678,1.41524,1.42554,0.000424556,0.000424556,0.000424556
144,716.404,0.60016,0.54428,1.01162,0.78731,0.66023,0.67537,0.52081,0.98313,1.3065,1.35315,0.000417482,0.000417482,0.000417482
145,721.993,0.59476,0.54437,1.01325,0.8251,0.6104,0.68425,0.53464,1.02465,1.26124,1.41042,0.000410409,0.000410409,0.000410409
146,726.85,0.57489,0.5318,0.99906,0.82036,0.6284,0.68956,0.55153,1.01707,1.29499,1.39554,0.000403335,0.000403335,0.000403335
147,731.262,0.56729,0.52681,1.00414,0.78053,0.67194,0.69691,0.54825,1.0059,1.16096,1.36574,0.000396262,0.000396262,0.000396262
148,736.186,0.55313,0.51904,0.99614,0.75207,0.60129,0.66277,0.51128,1.05187,1.34983,1.39917,0.000389188,0.000389188,0.000389188
149,741.003,0.55275,0.50644,0.98514,0.73565,0.6009,0.6389,0.49697,1.02065,1.42716,1.41999,0.000382115,0.000382115,0.000382115
150,745.809,0.61262,0.57004,1.0208,0.81634,0.56644,0.64304,0.50661,1.05036,1.36698,1.45992,0.000375041,0.000375041,0.000375041
151,751.133,0.57245,0.52416,1.00321,0.78235,0.6018,0.64459,0.50311,1.05988,1.29362,1.50779,0.000367967,0.000367967,0.000367967
152,755.945,0.56137,0.5444,0.99638,0.78559,0.61532,0.64047,0.5064,1.09068,1.32595,1.55205,0.000360894,0.000360894,0.000360894
153,761.322,0.55966,0.50827,0.99899,0.79583,0.61572,0.64741,0.50389,1.11616,1.37621,1.56907,0.00035382,0.00035382,0.00035382
154,766.17,0.53614,0.52123,0.99546,0.83616,0.62775,0.68098,0.52145,1.07695,1.37714,1.50584,0.000346747,0.000346747,0.000346747
155,770.706,0.57959,0.53805,0.99355,0.82625,0.6444,0.68807,0.52748,1.03042,1.32685,1.43937,0.000339673,0.000339673,0.000339673
156,775.866,0.53933,0.49189,0.98438,0.76921,0.64159,0.67861,0.52717,0.98187,1.31878,1.38522,0.0003326,0.0003326,0.0003326
157,780.838,0.52813,0.48467,0.96393,0.72933,0.65341,0.66975,0.52943,0.94695,1.29531,1.35109,0.000325526,0.000325526,0.000325526
158,785.756,0.55179,0.52745,0.97843,0.7876,0.63803,0.68269,0.53615,1.01301,1.34624,1.40224,0.000318453,0.000318453,0.000318453
159,790.967,0.54111,0.48891,0.98574,0.76629,0.63014,0.67136,0.5232,1.03728,1.36343,1.44084,0.000311379,0.000311379,0.000311379
160,795.484,0.52722,0.46656,0.97964,0.80568,0.62409,0.68482,0.53671,0.96349,1.26402,1.38929,0.000304306,0.000304306,0.000304306
161,800.841,0.58585,0.53349,0.98629,0.79818,0.63938,0.68125,0.53378,0.905,1.2933,1.28878,0.000297232,0.000297232,0.000297232
162,805.862,0.53624,0.47209,0.98442,0.7762,0.63856,0.67351,0.53272,0.94274,1.35422,1.33299,0.000290158,0.000290158,0.000290158
163,810.271,0.49436,0.47635,0.97159,0.80173,0.62085,0.68919,0.53711,0.97971,1.35673,1.4005,0.000283085,0.000283085,0.000283085
164,815.648,0.54813,0.49859,0.98889,0.81307,0.63938,0.69138,0.55101,0.91383,1.26377,1.33295,0.000276011,0.000276011,0.000276011
165,820.169,0.49784,0.47039,0.97116,0.83839,0.63745,0.6854,0.53829,0.91482,1.23507,1.3347,0.000268938,0.000268938,0.000268938
166,825.341,0.54973,0.50134,0.99007,0.81769,0.62986,0.68033,0.53254,0.95506,1.3241,1.35868,0.000261864,0.000261864,0.000261864
167,830.583,0.53615,0.49797,0.9718,0.79223,0.62468,0.67075,0.524,0.97371,1.37418,1.39643,0.000254791,0.000254791,0.000254791
168,835.35,0.5316,0.53944,0.97776,0.77088,0.59685,0.66221,0.50708,0.98561,1.4268,1.42535,0.000247717,0.000247717,0.000247717
